trip_id,date,vehicle_id,vehicle_type,vehicle_age_years,last_maintenance,route_id,route_distance_km,terrain,actual_distance_km,fuel_consumed_liters,fuel_cost_mxn,kpl,load_factor
19,2025-06-11 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R002,575,Mountainous,594.9031499719746,236.79162975285837,5437.222537014147,2.512348728681333,1.094728990157965
20,2025-06-16 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R004,882,Mountainous,834.4978859810076,416.5745359400574,7725.890333785548,2.003237869779652,0.8030137452536299
21,2025-02-12 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R000,610,Hilly,664.3866475757133,346.0556003235688,9021.427102072183,1.9198841080869624,1.190026865178057
22,2024-12-24 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R000,610,Hilly,636.9912903557583,267.2293366652773,5208.769335370966,2.3836877279444537,0.8969638929660321
23,2025-09-08 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R002,575,Mountainous,646.2711225465661,285.71834095009405,6305.516866934607,2.2619168247916193,1.1959840929559782
24,2025-09-09 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R000,610,Hilly,580.5317747311673,172.9608057860574,4058.0809449618832,3.356435419532283,1.196371790582956
25,2024-10-24 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R001,781,Hilly,723.5798123094249,359.70879957800275,8098.298479672388,2.0115710629217367,1.0535034254880709
26,2024-12-04 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R001,781,Hilly,696.3475321249064,277.03768478384484,5691.275738601718,2.5135480491335422,1.0127429918752695
27,2024-12-01 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R002,575,Mountainous,622.6055060859956,211.9063616237396,4468.762580879799,2.9381161627959633,1.1990770463695373
28,2025-08-08 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R000,610,Hilly,619.7259954555321,237.30644201355398,5829.462598391824,2.6115009360771415,1.041583148829005
29,2025-03-29 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R003,799,Hilly,786.8570548446648,233.31984482459885,5543.436705462238,3.37243947438845,1.0333567179064482
30,2025-08-21 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R002,575,Mountainous,546.1201350356971,300.9698087942047,7990.859783181403,1.8145346113739926,1.0605468843952983
31,2024-12-13 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R004,882,Mountainous,920.0651421306145,550.5671493863533,10995.998728349177,1.6711224837081058,0.9245777056182565
32,2025-08-28 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R004,882,Mountainous,865.1424895459239,482.3636951108873,11454.541827903644,1.7935481013906782,0.9387812807584911
33,2025-10-22 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R000,610,Hilly,726.0320810265924,344.44190812082,7738.593246722567,2.1078505951486073,0.8850723137364905
34,2025-10-19 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R002,575,Mountainous,507.18211731086166,199.22613791885243,4499.380580527533,2.545760925795008,0.8839622372382343
35,2025-08-04 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R004,882,Mountainous,1009.6379670935689,430.2985583843073,9410.65782171591,2.3463661390932278,0.8620960983722851
36,2025-10-17 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R003,799,Hilly,853.9369208541535,497.56732531244364,12525.48737441962,1.716223870443925,0.8887888647731798
37,2025-09-16 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R000,610,Hilly,651.0127733232376,212.49213401818662,5300.273562004508,3.0637029287282664,1.1320879458267967
38,2025-06-03 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R004,882,Mountainous,996.6978665259144,321.1799558143487,6305.642523971661,3.103238071002272,1.0499045084173004
39,2025-05-06 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R003,799,Hilly,820.0222077413127,235.52532787443903,5459.536069593909,3.4816731395379907,1.1119035099152124
40,2024-12-21 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R003,799,Hilly,927.0229074751488,392.931713585619,7470.5806591372775,2.3592468498299324,0.9686815738213127
41,2025-01-29 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R004,882,Mountainous,754.9985404394065,290.26208812864877,6553.2635015972255,2.6010924999091825,1.0880810326529182
42,2024-11-19 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R002,575,Mountainous,541.3904166090874,246.70087554383647,5475.302845793882,2.1945216668389462,1.108364550825708
43,2025-08-29 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R001,781,Hilly,832.1308720592913,340.442216693233,7622.5516367580185,2.4442646395088863,1.0265618561187588
44,2025-06-26 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R004,882,Mountainous,872.9109225094904,402.02717514331624,9395.161923686786,2.171273427469951,0.8618688563532946
45,2025-01-04 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R003,799,Hilly,739.7450595562877,743.6860115080142,15266.685875017087,0.9947007851556395,1.1870797552828345
46,2025-08-24 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R003,799,Hilly,845.8741081498454,232.06263212528705,5375.372474856425,3.6450250538103477,1.1922307200719953
47,2024-12-21 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R003,799,Hilly,949.5502151548516,412.85786815723935,7849.4249717923585,2.2999445775203435,0.9189396029490203
48,2025-05-26 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R004,882,Mountainous,848.3024666477569,300.6886402367309,6221.512839101778,2.821198918522136,1.01210605305396
49,2024-12-01 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R000,610,Hilly,701.4272081349446,340.59672767176755,7182.634349091619,2.059406773898629,1.148039549560372
50,2025-03-13 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R002,575,Mountainous,636.7028851888392,215.66096811240328,4923.659617415474,2.952332500227799,1.1494708456745355
51,2025-10-17 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R000,610,Hilly,499.0045652417589,231.76761749915545,5834.391084587536,2.1530383348035116,0.9109062582787094
52,2025-08-24 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R004,882,Mountainous,922.0115381135377,273.54672677963924,6336.287459346271,3.3705815052807466,1.1778928089165641
53,2025-03-25 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R003,799,Hilly,945.143576049471,451.64062585682973,11937.173659875703,2.092689456924723,0.9536362445964999
54,2025-07-12 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R003,799,Hilly,899.9402667470014,323.3288692238138,7043.846164106118,2.783358841131032,1.0784082472215168
55,2025-07-19 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R001,781,Hilly,727.5956465415477,365.9454336347756,7749.786422268497,1.9882626743409775,1.140877413338803
56,2024-11-17 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R002,575,Mountainous,570.5349127851291,315.19951218287395,6042.2354132068485,1.810075494197191,1.1404827656195073
57,2025-10-07 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R001,781,Hilly,842.6900846254841,217.12981256657443,5000.271266341211,3.881042748872203,1.0833451906860139
58,2025-04-11 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R000,610,Hilly,527.2254146357872,278.70285036255905,6421.08099617478,1.891711598750892,0.9340475417036568
59,2025-10-14 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R004,882,Mountainous,1001.9948661671019,992.0373479179069,20569.1212694267,1.0100374429149204,0.9133371793062327
60,2024-12-22 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R002,575,Mountainous,470.520667776878,239.5677111253946,4865.536114722926,1.9640404191639913,0.9383532227811827
61,2025-08-25 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R003,799,Hilly,775.407544194617,297.1321083458141,7361.472881617621,2.609639020540207,0.9094506665126664
62,2024-12-01 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R003,799,Hilly,913.2122854327625,431.46314759144803,9098.860242850198,2.116547590519787,1.0925080267894742
63,2025-01-15 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R003,799,Hilly,789.901774248763,267.198219659563,5890.025466481507,2.9562389122770956,1.0859696160808991
64,2024-11-19 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R004,882,Mountainous,875.4810856136277,337.2822673226137,7485.674925297028,2.5956926006318075,1.0466601258082953
65,2025-05-17 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R004,882,Mountainous,815.0956991082369,364.75177857541803,8492.947137673902,2.234658600683707,0.907597361774039
66,2025-05-16 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R001,781,Hilly,858.8380960552408,260.8363109227281,5476.572396262995,3.292632429192992,1.163127461193856
67,2024-12-03 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R002,575,Mountainous,649.6382307862718,252.38101257912658,5230.130005334132,2.574037658964527,1.15301339432784
68,2025-03-26 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R003,799,Hilly,938.4134338994832,357.5350472945673,7733.311118185275,2.624675373786055,1.0825902905947604
69,2025-10-17 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R000,610,Hilly,528.0158733614373,173.0254836799036,4355.648775619633,3.0516653508581686,0.9923615325795939
70,2024-11-06 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R000,610,Hilly,648.7246972222138,364.4207523426913,7224.101029525969,1.7801530046021385,0.8728471662754798
71,2025-08-26 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R004,882,Mountainous,796.5105230667563,363.9195840452817,9161.651649726207,2.1886992566128245,0.8288793635916704
72,2025-09-20 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R002,575,Mountainous,550.9684890652735,200.6075629694085,5125.174031043992,2.746499089614548,1.0352233512360316
73,2025-06-08 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R001,781,Hilly,867.2224646778682,346.6761589111621,7628.381324730265,2.501534767783381,1.1343992255124837
74,2025-01-31 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R004,882,Mountainous,763.2912222479961,401.181977118019,9056.882779567717,1.9026059638353405,0.9436933477599063
75,2025-10-03 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R000,610,Hilly,690.2475412753568,375.3170404893001,8380.132808906388,1.8391052545215703,1.007909579422407
76,2025-07-07 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R001,781,Hilly,845.1624596006524,306.77038955616973,6181.26966715866,2.7550327162390715,1.0134047701198783
77,2025-08-31 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R004,882,Mountainous,742.0474000733527,441.9762321734226,11578.84389574952,1.678930553401768,0.8720041749890894
78,2025-04-20 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R004,882,Mountainous,940.8697100622657,400.9446135445778,8331.614478383643,2.346632622756654,1.0062384114317
79,2025-09-28 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R003,799,Hilly,850.6576991786186,319.7145762465655,7513.32506502708,2.660678500071223,1.1853387331281595
80,2025-02-19 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R003,799,Hilly,847.3340594624609,359.5054885178317,8004.670374530495,2.3569433194353935,1.0635541880930628
81,2025-01-21 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R001,781,Hilly,863.8456260872271,472.76775287683523,11319.639465164442,1.8272092815777874,0.8436438527062999
82,2025-03-04 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R003,799,Hilly,840.6147159659945,333.23496668079736,8448.440887800902,2.5225885636761864,1.0596298635177572
83,2025-05-10 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R002,575,Mountainous,566.6036300741316,198.90965360389922,3904.598248829416,2.8485476687946156,1.0672851194220065
84,2024-10-26 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R002,575,Mountainous,550.7040244782205,275.7482894083002,6061.037832079705,1.9971258050590974,0.8984278635191993
85,2025-10-01 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R001,781,Hilly,774.4968408781807,290.7913195468292,6264.820733762791,2.6634111433764973,0.9520298035748821
86,2025-07-25 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R000,610,Hilly,688.8544598053411,215.54022103458072,4806.255021151729,3.195943924056861,0.9599620827216625
87,2025-10-08 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R002,575,Mountainous,485.8299992145805,216.83913115565036,4745.228696867204,2.2405088815166136,0.949403873215355
88,2025-03-13 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R002,575,Mountainous,514.4802285641309,169.61452376499253,3872.3937321545413,3.0332321616335354,1.1600092493592045
89,2025-08-12 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R003,799,Hilly,917.0153760384765,420.7100989057922,9385.883046657453,2.1796847245252833,0.8611935203314252
90,2025-04-02 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R004,882,Mountainous,802.4578016112443,378.5398680628878,9187.595514405346,2.119876581871503,0.8233818456434217
91,2025-07-13 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R003,799,Hilly,886.1302236928227,379.8706112430004,8393.319987443707,2.3327159234383936,0.9348908531021681
92,2024-11-28 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R001,781,Hilly,824.7885531239191,229.01758434300936,5115.340028456373,3.6014201943925768,1.0678410464535848
93,2025-07-14 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R000,610,Hilly,502.6747315945916,189.07775745721736,3840.584669447951,2.6585608923795907,1.0922602040956984
94,2025-08-19 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R003,799,Hilly,714.191609361003,197.13054049029014,4972.744128919775,3.622937407794411,1.1181799843158917
95,2025-10-06 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R000,610,Hilly,689.560501781617,363.54360144949624,8012.670163951385,1.896775239702331,1.1021081681987233
96,2024-11-30 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R002,575,Mountainous,551.3057489270851,206.19744435850245,4685.492719453944,2.6736788646544265,1.0215208962849505
97,2025-03-26 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R000,610,Hilly,580.8720836082855,244.84085342948381,5295.7899046250195,2.3724475530615705,0.8465465591541905
98,2025-05-27 12:48:17.171486,V001,Truck A,5,2025-03-17 12:48:17.169475,R003,799,Hilly,902.0647881375418,293.1073187182283,5882.667273855651,3.07759216686336,1.190244080343966
99,2025-07-31 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R001,781,Hilly,646.0970294520282,301.8899571450206,7550.00824202276,2.1401739745242963,0.8585495968648997
100,2024-11-17 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R001,781,Hilly,642.9703697159107,342.98726798408285,6574.91441703156,1.8746187679064206,1.112304634427376
101,2025-07-17 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R002,575,Mountainous,605.6336139830968,344.87459151395956,6789.5841906361775,1.756098097353114,1.0766472222277277
102,2024-12-02 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R003,799,Hilly,807.1512771811773,326.40534926239314,6996.95987989572,2.472849415627434,1.0616303181487992
103,2024-11-06 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R000,610,Hilly,691.5700212929632,356.78623657377875,7072.758075340228,1.9383315565480215,1.0475792772030885
104,2025-05-24 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R003,799,Hilly,915.5454613280775,415.1742161318475,8937.381126048505,2.2052079000910942,0.8596951111800705
105,2025-02-12 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R003,799,Hilly,859.1278520652589,206.53850402196264,5384.314127738382,4.159649824779897,1.114761354502118
106,2024-12-22 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R003,799,Hilly,672.9796361780453,249.6923027800531,5071.1630170761355,2.6952358109767367,0.9802478626919031
107,2025-01-18 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R001,781,Hilly,934.5722189310735,432.97169098330806,10866.114388183954,2.158506522236123,0.9550380925931078
108,2025-05-22 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R000,610,Hilly,543.5935498805188,157.00740640229978,3022.110220031173,3.4622159701668473,1.159560329602494
109,2025-09-17 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R004,882,Mountainous,872.9457795749123,325.8616814122684,8704.896874738948,2.6788844143674964,0.9288862013778514
110,2025-07-08 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R002,575,Mountainous,549.3901436848648,376.21099105488656,7507.822410837412,1.4603245432686272,0.9503971559765245
111,2025-02-14 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R001,781,Hilly,705.534038179164,308.2801465476811,7304.117566209746,2.2886132826916907,0.9267689909379779
112,2024-11-10 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R003,799,Hilly,871.2231792313005,605.3702664222427,13095.948329330437,1.4391575330917008,0.8659259262917749
113,2025-08-02 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R003,799,Hilly,919.5334459070447,609.531232570376,14462.1858155631,1.5085911874103612,0.8375027682582227
114,2025-06-09 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R003,799,Hilly,699.292705183087,263.194189629942,5817.47508326834,2.6569458321489203,1.09322851841187
115,2025-02-12 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R002,575,Mountainous,494.2442515764623,206.8612228898115,5392.727182571303,2.389255195690933,0.9471763005208338
116,2025-01-01 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R004,882,Mountainous,831.0179340837109,650.3586712024918,15490.096472951309,1.2777840457592209,1.0782472585987226
117,2024-12-19 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R002,575,Mountainous,597.8548621024747,285.55415904698486,5717.278257697358,2.093665398177948,0.8211215841874113
118,2025-03-31 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R000,610,Hilly,545.5492541910596,269.4924130726777,6866.051529349726,2.0243584892459805,0.8489507029300712
119,2025-09-07 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R003,799,Hilly,955.9640076100887,415.56208916630555,9555.515698924344,2.300411978214686,0.8713009867618566
120,2025-02-24 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R001,781,Hilly,915.2123267063637,374.9336456971921,9267.997993537454,2.4409981264938736,1.0345916368754828
121,2024-12-13 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R001,781,Hilly,649.9799128977259,298.10040667696063,5953.700100693803,2.180405991871332,0.9931875488341421
122,2025-06-11 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R001,781,Hilly,638.7314493757133,347.11446059706196,7970.461498371743,1.8401176611226424,0.9888241736787993
123,2025-09-30 12:48:17.171486,V008,Truck C,2,2025-08-07 12:48:17.169475,R002,575,Mountainous,474.4102367947316,277.6270228901171,7120.06040152181,1.708804250595231,0.9950284774693537
124,2025-06-30 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R000,610,Hilly,689.9998835786101,282.22175811040495,6275.192683477275,2.4448854978384857,1.152854245712824
125,2025-03-14 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R001,781,Hilly,681.9740247789288,288.7948874869653,6752.122134767148,2.361447706755922,1.1788143950954892
126,2025-04-02 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R001,781,Hilly,845.9276843745797,239.16928033340454,5804.911959259425,3.536941212497472,1.0891257212833936
127,2024-11-09 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R002,575,Mountainous,632.3352539200285,358.80017520031674,7290.862273086056,1.7623604937399995,1.1447947633617088
128,2025-01-07 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R001,781,Hilly,787.0561425090301,394.75861863201817,7820.916078176091,1.9937655705566737,0.932086025948599
129,2025-06-12 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R002,575,Mountainous,669.1206473481589,555.1563757840614,11331.61846146022,1.2052831896294856,0.8260818365041969
130,2025-01-28 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R001,781,Hilly,872.4877205061714,441.62799604393035,11051.234889227302,1.9756168728473948,1.0093318524778965
131,2025-04-05 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R004,882,Mountainous,755.243027095602,255.71515748913404,6495.341846875366,2.9534542829268697,0.9107617949511236
132,2025-03-01 12:48:17.171486,V000,Truck C,8,2024-12-05 12:48:17.169475,R004,882,Mountainous,876.8346492588082,415.7379632853339,9759.172482535734,2.1091041153174874,0.9278667329762179
133,2024-11-13 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R003,799,Hilly,872.9862783127797,284.782302515708,5252.499530876514,3.0654512959583493,1.156103221207121
134,2025-04-30 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R004,882,Mountainous,890.9734371461203,438.8418201424306,9916.591087406348,2.03028379760376,1.1277020419485844
135,2025-07-27 12:48:17.171486,V009,Truck C,8,2025-07-28 12:48:17.169475,R003,799,Hilly,896.8602035688115,401.61264658238963,9088.792735485074,2.2331473154564203,1.0308998923074453
136,2025-10-08 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R002,575,Mountainous,659.2688982778087,501.27543014521075,10969.729234213095,1.315182948597401,0.8308312047805844
137,2025-08-22 12:48:17.171486,V006,Truck C,6,2025-01-15 12:48:17.169475,R001,781,Hilly,908.2077275925012,310.4251130911314,7338.776584354622,2.9256902527917545,1.0659939613903981
138,2025-07-01 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R000,610,Hilly,494.63070392616595,251.77235917575362,5590.797575774142,1.9645949442006907,0.8072000355780861
139,2025-02-02 12:48:17.171486,V003,Truck C,8,2025-04-17 12:48:17.169475,R001,781,Hilly,791.2079470243098,321.36941281402164,7205.452909853802,2.4619889618499147,1.0236739227317306
140,2025-07-25 12:48:17.171486,V002,Truck C,4,2024-12-22 12:48:17.169475,R002,575,Mountainous,512.0608436985418,236.162599830611,5266.106139243565,2.168255448008366,1.1298139232348128
141,2025-09-22 12:48:17.171486,V007,Truck B,5,2025-02-01 12:48:17.169475,R001,781,Hilly,635.6309913253534,346.9273271459513,9213.366568134868,1.8321733158193827,0.8958040679638153
142,2024-11-27 12:48:17.171486,V005,Truck A,3,2025-09-03 12:48:17.169475,R001,781,Hilly,899.3930084481804,230.53097446752435,4883.439887243714,3.9013976777983075,1.0676801051752314
143,2024-12-27 12:48:17.171486,V004,Truck A,8,2024-11-15 12:48:17.169475,R004,882,Mountainous,914.3507588616717,385.25047792077845,8670.767410542385,2.3733929255493242,1.0428358314875017
